name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
noemimontero98871,female,29 y.o.,"Santo Domingo, República Dominicana",single,noemimontero98871,black,-,-,from 19 to 59,no children,Homosexual,Atheist,non-smoker,never,Friendship,Female
soulyheart,female,40 y.o.,"Lake Ariel, PA 18436, USA",single,soulyheart,asian,Event Manager,"I like anything that deals with the outdoor, going to the cinema, watching movie , camping, bowling, listening to music and so on...I am always in for something new as well",from 30 to 86,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
Amy32,female,38 y.o.,"Ramsey, Isle of Man",single,Amy32,white,Community Carer,-,from 32 to 45,1-2 living with me,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance",Male
Leo_al117,male,42 y.o.,"Chame, Panamá",single,Leo_al117,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Mzyazii,female,57 y.o.,"Evansville, IN, USA",single,Mzyazii,mixed,Caterer,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
cristianlaufal,male,35 y.o.,"Lima, Perú",single,cristianlaufal,hispanic,docente,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Serious Relationship",Female
Rull,male,50 y.o.,"Santiago, Región Metropolitana, Chile",separated,Rull,white,Ingeniero,-,from 34 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Marinalva,female,58 y.o.,"Meaux, Francia",separated,Marinalva,black,Médico,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,Friendship,Male
Marishkabelle,female,82 y.o.,"Carmel, IN, USA",widowed,Marishkabelle,white,Doula Nurse,"Court & Medical translator & Interpreter ... As a Doula, considered by some as having excellent skills in provoking painless births",from 70 to 80,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Serious Relationship",Male
Sunshine72,female,52 y.o.,"Plainville, CT 06062, USA",single,Sunshine72,white,public relations manager,-,from 42 to 54,no children,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Rewalt,male,58 y.o.,"Lima, Perú",single,Rewalt,hispanic,Electricista,-,from 30 to 40,no children,Straight,Christian,social smoker,social drinker,Serious Relationship,Female
Marius1991,male,32 y.o.,"Freiburg, Germany",single,Marius1991,white,-,-,from 19 to 86,want children,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Kidaarbarran,male,42 y.o.,"Georgetown, Guyana",single,Kidaarbarran,middle eastern,Electrician & a Police Corporal,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
Gabilink,male,31 y.o.,"Barcelona, Spain",single,Gabilink,white,Waiter,-,from 19 to 40,want children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
mariusmitica,male,37 y.o.,"Nicosia, Cyprus",divorced,mariusmitica,white,sommelier,-,from 25 to 35,no children,Straight,Christian,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
TereCas,female,30 y.o.,"Tlaxcala, Mexico",single,TereCas,asian,Investigadora de campo,-,from 19 to 35,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance",Male
giba71280,male,43 y.o.,"Guasdualito 5063, Apure, Venezuela",single,giba71280,hispanic,profesor,-,from 19 to 45,no children,Homosexual,Other,non-smoker,never,Serious Relationship,Male
mexy12,male,53 y.o.,"Pitești, Romania",single,mexy12,white,Finisaje interior...,-,from 20 to 45,want children,Bisexual,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
achanuo,female,39 y.o.,"Kohima, Nagaland, India",single,achanuo,asian,-,-,from 30 to 45,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Serious Relationship",Male
TheMechanic,male,58 y.o.,"Goodview, VA 24095, USA",divorced,TheMechanic,white,Trader,-,from 41 to 51,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Athea,female,37 y.o.,"Cape Town, South Africa",single,Athea,mixed,Cashier,-,from 35 to 45,1-2 living with me,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Male
randb,male,61 y.o.,"West Monroe, LA, USA",single,randb,white,retired,"I have traveled the world working. I'm interested in a honest and high moral woman. My interests are travel, boating, reading, health, etc.",from 48 to 60,no children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Angelica17,female,49 y.o.,"Caracas, Capital District, Venezuela",divorced,Angelica17,white,Maestra,-,from 50 to 60,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship",Male
tijuas280,male,44 y.o.,"San Diego, CA, USA",separated,tijuas280,hispanic,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Baychef,male,44 y.o.,"Port Elizabeth, South Africa",single,Baychef,white,Sales and marketing,"I'm a fun loving person enjoying spending time with friends and family.
I'm attractive to kind, warn and intelligent women. If you like to experiment in the kitchen we gonna have a lot of fun together",from 32 to 42,want children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
gerardode80,male,34 y.o.,"Guayaquil, Ecuador",single,gerardode80,white,Ingniero de Sistemas,-,from 23 to 60,no children,Homosexual,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Xuxo,male,50 y.o.,"Arequipa, Perú",single,Xuxo,mixed,-,"Hola, primero busco una persona que desee entablar un bella amistad, luego ver lo que puede suceder si hay química,",from 25 to 35,want children,Straight,Christian,social smoker,occasional drinker,Serious Relationship,Female
Frgadanga,male,44 y.o.,"Puerto Plata 57000, República Dominicana",single,Frgadanga,hispanic,Guest services,-,from 19 to 45,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Gismo23,male,35 y.o.,"Amsterdam, Netherlands",single,Gismo23,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Romance, Serious Relationship",Female
Mel33,female,24 y.o.,"Higüey 23000, República Dominicana",single,Mel33,black,Estudiante,"Soy amable, sencilla y amo el fútbol",from 19 to 29,no children,Straight,Other,non-smoker,never,Friendship,"Male, Female"
Meliza,female,51 y.o.,"Hermosillo, Sonora, Mexico",widowed,Meliza,hispanic,Educacion,Soy una persona con buenos sentimientos y valores que le encanta el arte y la cocina,from 45 to 50,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
tansy,male,73 y.o.,"Plymouth, UK",separated,tansy,white,logistics,-,from 44 to 70,don't want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Lyubove,female,60 y.o.,"Adelaide SA, Australia",widowed,Lyubove,white,-,-,from 50 to 70,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
Angelical16,female,56 y.o.,"Austin, TX, USA",single,Angelical16,hispanic,-,-,from 50 to 60,1-2 living with me,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
Lit84,female,39 y.o.,"Fairfax, VA, USA",single,Lit84,black,Optician,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Papitolindo1987,male,36 y.o.,"Tegucigalpa, Honduras",separated,Papitolindo1987,hispanic,Comerciante,-,from 20 to 40,more than 2 living elsewhere,Straight,Christian,social smoker,occasional drinker,Friendship,Female
Danell02,male,32 y.o.,"David, Panamá",single,Danell02,white,Conductor,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Milaqas,female,48 y.o.,"New York, NY, USA",single,Milaqas,white,Singer,-,from 38 to 50,no children,Straight,Other,non-smoker,social drinker,"Friendship, Serious Relationship, Marriage",Male
arts,male,44 y.o.,"Batangas, Philippines",single,arts,white,freelance artis(portrait artsit),-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Isaac123,male,30 y.o.,"Canton, MI, USA",single,Isaac123,hispanic,Manager,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,Friendship,Female
Amorettionmymind,male,53 y.o.,"Lander, WY 82520, USA",single,Amorettionmymind,white,Bus driver,"Im a purty laid back fella that is just wanting someone that is serious about a relationship. No players. I love huntin, fishin, campin and exploring new country just to see whats out there.",from 35 to 50,don't want children,Straight,Other,social smoker,social drinker,Serious Relationship,Female
Andres31,male,36 y.o.,"Quito, Ecuador",single,Andres31,hispanic,-,-,from 25 to 40,no children,Straight,Other,light smoker,social drinker,Romance,Female
josue357,male,36 y.o.,"Lima, Perú",single,josue357,hispanic,supervisor de supermercado,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
JACK40,male,43 y.o.,"Ocotal, Nicaragua",in relationship,JACK40,white,arquitecto,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,Fun,Female
elclasico,male,38 y.o.,"Cutervo, Perú",separated,elclasico,hispanic,comerciante,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Vane80,female,43 y.o.,"San Salvador, El Salvador",single,Vane80,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship,Male
AndruZ,male,31 y.o.,"Paris, France",single,AndruZ,hispanic,Étudiant,Je suis un homme très responsable. Très sympa. J'adore dancer,from 19 to 86,want children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Gulluzian,male,52 y.o.,"Lisbon, Portugal",divorced,Gulluzian,white,Director,-,from 25 to 50,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
mxb0,male,38 y.o.,"Fürth, Germany",single,mxb0,white,-,-,from 30 to 36,no children,Straight,Atheist,chain smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
lluvia,female,38 y.o.,"Ciudad de México, CDMX, México",single,lluvia,hispanic,RECEPCIONISTA,-,from 32 to 44,no children,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
cathyann,female,66 y.o.,"Pacolet, SC 29372, USA",widowed,cathyann,white,retired,-,from 60 to 70,don't want children,Straight,Christian,light smoker,never,Friendship,Male
Walla,female,50 y.o.,"Guatemala City, Guatemala",separated,Walla,white,Ama de casa,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Meraisa,female,26 y.o.,"Madrid, España",single,Meraisa,white,Sortera,-,from 24 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Nate1232,male,35 y.o.,"Onchan, Isle of Man IM3 4EA, Isle of Man",single,Nate1232,white,-,"Hi!! well, firstly,I had to cut my photo from my current FB photo because I dont take many pictures lol, anyway, I'm Nate, nice to meet you :) I currently live in the UK, However I'm Canadian and I'm moving back home soon. I love anything scary, games, movies :) For the past 1 1/2 years been learning game development, as its has always been a goal of mine to develop my own game :) im really into fitness ...anywho...looking forward to chatting :) have an awesome day!",from 21 to 27,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
Fr3ddy,male,37 y.o.,"Nassau, The Bahamas",single,Fr3ddy,pacific islander,-,-,from 26 to 35,no children,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
Gabycbr23,female,29 y.o.,"Caracas, Capital District, Venezuela",single,Gabycbr23,hispanic,Estudiante//Modelo,"Venezolana.23.Sencilla y Carismática. Amantes de los viajes y de los nuevos comienzo. Me gusta la playa, los libros viajar, la fotografía y conocer amistades nuevas.",from 31 to 40,want children,Straight,Christian,non-smoker,never,Friendship,Male
Mauricio184,male,37 y.o.,"Quito, Ecuador",separated,Mauricio184,hispanic,-,-,from 24 to 86,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Romance, Serious Relationship",Female
juansfranco,male,34 y.o.,"Bogotá, Colombia",single,juansfranco,hispanic,-,-,from 19 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Miguel23,male,31 y.o.,"Panama City, Panama",single,Miguel23,hispanic,Licenciado,-,from 19 to 68,no children,Homosexual,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Male
NikaN,female,43 y.o.,"Kyiv, Ukraine, 02000",divorced,NikaN,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Saxa,male,46 y.o.,"Durban, South Africa",single,Saxa,black,Technician,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
luisolaf,male,70 y.o.,"Viña del Mar, Región de Valparaíso, Chile",divorced,luisolaf,white,Empresario,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage",Female
octaviorodriguez11,male,31 y.o.,"Ciudad Guayana, Bolívar, Venezuela",single,octaviorodriguez11,hispanic,Panadero/Repostero,-,from 19 to 30,no children,Straight,Christian,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Zee,female,35 y.o.,"Cape Town, South Africa",single,Zee,black,general worker,-,from 30 to 40,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
SethDark,male,49 y.o.,"Tilburg, Netherlands",single,SethDark,white,Graphic Designer,-,from 19 to 86,no children,Straight,Atheist,non-smoker,social drinker,"Fun, Friendship",Female
osdamar,male,57 y.o.,"San Pedro Sula, Honduras",divorced,osdamar,hispanic,tecnico mecanico electricista,-,from 40 to 65,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Female
Friend123,male,57 y.o.,Singapore,single,Friend123,asian,Engineer,-,from 30 to 40,no children,Straight,Other,non-smoker,never,"Serious Relationship, Marriage",Female
Theo07,male,38 y.o.,"Durban, South Africa",single,Theo07,asian,Manager,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
akio84,male,39 y.o.,"Barcelona, España",single,akio84,white,-,-,from 22 to 42,no children,Straight,Atheist,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Antonny30,male,35 y.o.,"Managua, Nicaragua",single,Antonny30,hispanic,-,-,from 19 to 30,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
laureljay2000,female,45 y.o.,"Emalahleni, South Africa",single,laureljay2000,black,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Jjdr,male,41 y.o.,"Houston, Texas, EE. UU.",single,Jjdr,hispanic,-,-,from 19 to 42,no children,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Female
takaki40,male,45 y.o.,"Tokyo, Japan",single,takaki40,asian,office working,"Nice to meet you!
I'm takaki from japan
i like listening to music and learning other languages.",from 30 to 55,no children,Straight,Buddhist,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Jes,female,41 y.o.,"Lima, Perú",single,Jes,hispanic,Docenta,-,from 45 to 60,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
YEYNER,male,47 y.o.,"Cusco, Perú",single,YEYNER,hispanic,-,"Soy abogado venezolano, buen profesional me interesa una relación seria vivo en Perú. Me gustaría vivir en Uruguay. Conseguír un uruguayo para caminar juntos por la vida.",from 19 to 86,no children,Homosexual,Atheist,non-smoker,social drinker,Serious Relationship,Male
Yolimar,female,47 y.o.,"Vargas, Venezuela",separated,Yolimar,mixed,Docente,-,from 34 to 54,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
cree800,female,45 y.o.,"Fremont, CA, USA",single,cree800,black,Healthcare,-,from 39 to 49,no children,Straight,Spiritual,non-smoker,never,"Friendship, Serious Relationship",Male
Chenylle,female,48 y.o.,"Paramaribo, Suriname",single,Chenylle,black,Operations Manager,-,from 40 to 52,more than 2 living with me,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Male
Loyal99,male,24 y.o.,"Belleville, IL, USA",single,Loyal99,white,Auto mechanic,"I’m fun to be around, and I’ll definitely put a smile on you’re face.",from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
nancho,male,59 y.o.,"Newark, NJ, USA",divorced,nancho,hispanic,mason,soy un hombre honrrado y trabajador y sin vicios,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Cti,male,52 y.o.,"Barranquilla, Atlantico, Colombia",single,Cti,hispanic,Representante,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
baccarin84,male,40 y.o.,"New York, NY, USA",single,baccarin84,hispanic,IT,-,from 19 to 38,want children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship",Female
Princesalarn,female,39 y.o.,"Panama City, Panama",single,Princesalarn,hispanic,-,-,from 30 to 50,more than 2 living with me,Straight,Christian,non-smoker,never,Friendship,Male
candido067,male,66 y.o.,"Santo Domingo, República Dominicana",single,candido067,black,Taxista,-,from 19 to 86,don't want children,Straight,Christian,non-smoker,social drinker,Marriage,Female
ojosbellos54,female,59 y.o.,"Santiago de Cuba, Cuba",single,ojosbellos54,white,especialista capital humanos,"Mujer sencilla, honesta, emprendedora, nome gusta que me mientan.",from 49 to 62,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Male
ALEXANDRO,male,54 y.o.,"San Luis, S.L.P., México",divorced,ALEXANDRO,hispanic,CONSULTOR MEGOCIO PROPIO,-,from 19 to 55,1-2 living with me,Straight,Other,social smoker,social drinker,Serious Relationship,Female
Nightrider,male,83 y.o.,"Coden, AL 36523, USA",divorced,Nightrider,white,-,-,from 38 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
StephenGibbs,male,51 y.o.,"Bristol, UK",single,StephenGibbs,white,-,-,from 32 to 45,no children,Straight,Other,light smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Inpaola,female,35 y.o.,"Apartadó, Antioquia, Colombia",in relationship,Inpaola,mixed,Estudiante,"Soy una persona divertida, cariñosa y responsable.",from 30 to 54,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
harleyneedsajoker,female,39 y.o.,"Port of Spain, Trinidad and Tobago",single,harleyneedsajoker,black,clerk,-,from 30 to 35,no children,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
Shantana,female,46 y.o.,"Cape Town, South Africa",separated,Shantana,white,Medical,-,from 45 to 55,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
c_10,female,30 y.o.,"Lima, Perú",single,c_10,hispanic,vendedor,-,from 38 to 43,no children,Straight,Christian,non-smoker,never,Romance,Male
hotlove0099,male,64 y.o.,"Westmont, IL, USA",single,hotlove0099,white,-,"SINGLE,HOT SEXY , NO KIDS, LIVE ALONE NOT MARRIED
LOVE KISSING SEX, CUDDLING",from 19 to 86,no children,Straight,Spiritual,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
miriaida,female,41 y.o.,"Cochabamba, Bolivia",single,miriaida,native american,obrera,-,from 33 to 40,don't want children,Straight,Other,non-smoker,never,"Friendship, Serious Relationship",Male
lenia13,female,52 y.o.,"Basel, Switzerland",single,lenia13,white,asistenta,"Soy una persona cariñosa ,hogareña, detallista, me encanta la musica , bailar cantar reir y amar",from 50 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,never,Serious Relationship,Male
JITESH1984,male,40 y.o.,"Suva, Fiji",single,JITESH1984,pacific islander,Farmer,-,from 19 to 39,want children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
george45,male,50 y.o.,"Maracaibo, Zulia, Venezuela",single,george45,hispanic,mecanico,sinsero y directo en mis cosas por q me gustan las cosas claras y siempre la verdad por delante sea cual sea,from 30 to 45,no children,Straight,Christian,social smoker,social drinker,Romance,Female
chrisrock,male,44 y.o.,"Waterford, Ireland",separated,chrisrock,mixed,pilot,-,from 19 to 86,want children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
4fireking,male,30 y.o.,"Trenton, Quinte West, ON, Canada",single,4fireking,white,Factory Worker,I'm a 24 year old blond boy who is just looking for a woman I can talk to whether she is old enough to be my old babysitter or old enough to be my mother.,from 19 to 45,no children,Straight,Atheist,non-smoker,social drinker,Romance,Female
Lorheen,female,43 y.o.,"Provincia de Chiriquí, Panamá",single,Lorheen,hispanic,Ing. Forestal,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
Coronel,male,49 y.o.,"Buenos Aires, CABA, Argentina",single,Coronel,white,Independiente,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Beau,male,49 y.o.,"Pocatello, ID, USA",single,Beau,white,-,-,from 25 to 55,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
lucoba4,female,55 y.o.,"Cartagena, Bolívar, Colombia",single,lucoba4,white,Real State. Secretary.Gastronomy,"Im a great, serious, real, wonderfull, loyal, fidelity, caring. romantic,politie, culte, sensitive lady and person. Im want to find, to meet with serious, Real great, good generous politie gentelman from Europe, for Holland for me. Im like im love so much Nederlands in Europe.Also im love so much Aruba, Curacao, Spain, French Suisse, Italy all Europe.Im has senistive beautifulls goods feelings. Only know the couple, the perosn only in real live. My drems is to meet find alove in Europe.Special in Nederlands.",from 50 to 70,1-2 living elsewhere,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
frankcosta,male,57 y.o.,"Bordeaux, France",separated,frankcosta,white,Yacht design consultant,"Life sage by training, sailor by experience, detail-oriented and quality maniac by nature, ethical professional by passion.
Romantic, gentleman, frank, a bit (Teddy) Bear...",from 28 to 49,more than 2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
tonycastrous,male,64 y.o.,"Buenos Aires, CABA, Argentina",single,tonycastrous,asian,comunicaciones,-,from 40 to 60,more than 2 living elsewhere,Straight,Other,non-smoker,never,Friendship,Female
Butterflygirl13,female,47 y.o.,"Colorado Springs, CO, USA",divorced,Butterflygirl13,mixed,Taxi Driver,-,from 28 to 43,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Male
Hugh99,male,69 y.o.,"Montezuma Beach, Puntarenas Province, Santa Fe, Costa Rica",divorced,Hugh99,white,Electronics Engineer,-,from 19 to 86,more than 2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Female
DIOMARISROBLES,female,48 y.o.,"Santo Domingo, Dominican Republic",divorced,DIOMARISROBLES,white,INTERNATIONAL CRIMINAL LAWYER ANALYTIC BEHAVIOUR,-,from 40 to 50,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Marriage",Male
Ysita,female,45 y.o.,"Santiago, Región Metropolitana, Chile",separated,Ysita,hispanic,Independiente,-,from 40 to 49,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship,Male
MEJM,male,55 y.o.,"Sucre, Bolivia",single,MEJM,hispanic,Juez,-,from 31 to 42,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Junb,female,33 y.o.,"Bogotá, Colombia",in relationship,Junb,hispanic,Abogada,Quiero conocer personas con interes de conocee colombia y quieran capitalizar en este pais,from 30 to 40,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Male
Juliamaria,female,55 y.o.,"Guantánamo, Cuba",single,Juliamaria,black,Licenciada economía,Soy carinosa agradable sincera casera compresible complasiente amorosa me entrego mi pareja,from 40 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Marriage,Male
Pufinder,male,55 y.o.,"Rome, Metropolitan City of Rome, Italy",single,Pufinder,white,Consultant,I often come to visit verrà... i have relative there and i want somebody to spend Free time,from 19 to 40,no children,Straight,Christian,non-smoker,social drinker,Friendship,Female
Fiorela,female,59 y.o.,"London, UK",divorced,Fiorela,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Katty32,female,38 y.o.,"Barranquilla, Atlántico, Colombia",single,Katty32,hispanic,Ventas,"Soy una chica sencilla que disfruta de las cosas simples. Soy muy muy hogareña, me encanta cocinar, consentir y me encantaría encontrar a mi otra mitad para poder ser felices.",from 48 to 55,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
Choni,male,37 y.o.,"Provincia de Alajuela, Alajuela, Costa Rica",single,Choni,white,-,-,from 27 to 33,no children,Straight,Other,social smoker,never,Serious Relationship,Female
Holla1,male,49 y.o.,"Hesperia, CA, USA",divorced,Holla1,white,-,"I'm a stand up guy, stright forward, funny, kind, fun, spontaneous and full of energy.",from 19 to 50,1-2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Erick83,male,41 y.o.,"Madrid, Spain",single,Erick83,hispanic,Economista,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Nenko,male,37 y.o.,"Birżebbuġa, Malta",single,Nenko,white,-,"Communicative person , i love sport and music. Love animals and esimple things.",from 19 to 55,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Marriage",Male
EDGARAQM,male,65 y.o.,"Caracas, Capital District, Venezuela",single,EDGARAQM,hispanic,COMPUETE ENG.,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Friendship,Female
Sherlock88,male,36 y.o.,"Cairo, Cairo Governorate, Egypt",single,Sherlock88,middle eastern,Engineer,I like traveling and sport so much. My interest is to meet new people,from 20 to 40,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",Female
adriannazaroff,male,49 y.o.,"Bakersfield, CA, USA",single,adriannazaroff,mixed,Iron worker,Im a gentlemenon a date.i have almost everything going for me r now.i like karioky music dinners having fun.,from 26 to 50,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Queco,male,56 y.o.,"Ciudad de México, CDMX, México",separated,Queco,hispanic,Counter,-,from 33 to 50,1-2 living with me,Straight,Christian,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
EmmanuelPs22,male,29 y.o.,"Torreón, Coah., México",single,EmmanuelPs22,white,Gerente de Ventas,"Mexicano, 24 años. Gerente de ventas. Por mi trabajo, viajo mucho. Busco una compañera que esté interesada en seguirme en mis viajes, que esté dispuesta a cambiarse a vivir a mi país, México. Que le guste el camino de conocernos y sobretodo, que le gusten las relaciones serias. Si me aceptas, te daré la tranquilidad que siempre buscaste, ya que soy fiel. Solo quiero sentar cabeza y comenzar una nueva etapa de mi vida.",from 19 to 35,want children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
GREDY,female,47 y.o.,"Lima, Perú",separated,GREDY,hispanic,Secretaria,-,from 35 to 50,1-2 living with me,Straight,Christian,social smoker,occasional drinker,Serious Relationship,Male
Matiastripa,male,33 y.o.,"Nuevo Paysandú, 60000 Paysandú, Departamento de Paysandú, Uruguay",in relationship,Matiastripa,white,-,-,from 19 to 86,1-2 living with me,Straight,Atheist,social smoker,occasional drinker,Fun,Female
