name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
smokiesteele,male,63 y.o.,"Carlow, Ireland",separated,smokiesteele,white,music teacher retired,loves animals easy going open minded,from 19 to 86,1-2 living with me,Straight,Christian,light smoker,never,"Fun, Friendship, Serious Relationship",Female
eduin,male,44 y.o.,"Barranquilla, Atlántico, Colombia",divorced,eduin,white,ingenierio electrico,me gusta escuchar musica y viajar,from 19 to 86,1-2 living elsewhere,Straight,Jewish,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Karen123P,female,41 y.o.,"London, UK",single,Karen123P,white,Administration officer,-,from 19 to 86,want children,Bisexual,Christian,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Male
cris1f0,male,34 y.o.,"Coyoacán, Mexico City, CDMX, Mexico",separated,cris1f0,hispanic,marino militar,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance",Female
dhalia_mexico,female,36 y.o.,"Monterrey, N.L., México",single,dhalia_mexico,hispanic,empleada administrativa,-,from 35 to 45,want children,Straight,Other,social smoker,social drinker,Serious Relationship,Male
Ezequiel58,male,62 y.o.,"14900 Lucena, Córdoba, España",divorced,Ezequiel58,white,Sanitario,"Soy un buen hombre, que se encuentra sólo y me gustaria relación seria con matrimonio incluido.",from 35 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
toni94,male,29 y.o.,"Neum, Bosnia and Herzegovina",single,toni94,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
mAlejandro,male,58 y.o.,"General Pico, La Pampa, Argentina",married,mAlejandro,white,ingeniero,-,from 35 to 52,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",Female
Dayana03sandoval,female,29 y.o.,"Valencia, España",single,Dayana03sandoval,hispanic,Estilista de belleza,Quiero conocer personas y tener muy bunas amistades amigos y si se nos da muy bien,from 35 to 80,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance",Male
mon84,female,40 y.o.,"Tlalpan, CDMX, Mexico",single,mon84,hispanic,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance",Male
VILIAMI1,male,55 y.o.,"Grapevine, TX, USA",widowed,VILIAMI1,pacific islander,Retired/Student,People describe me as being kind and respectful who brings a smile that is comforting during social events.,from 25 to 65,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Polar,male,46 y.o.,"Bolívar, Venezuela",single,Polar,hispanic,Comerciante,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
eng,male,60 y.o.,"Colorado Springs, CO 80920, USA",divorced,eng,white,Engineer,"I am a kind, friendly and patient man. I know how to relate to a woman. I am a fit professional living in Colorado springs. I love to cook and a frequent my gym and love being outdoors.",from 25 to 45,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Matubo,male,58 y.o.,"Bogotá, Colombia",single,Matubo,hispanic,-,"Es difícil: Soy llamo Marco, tengo un trabajo estable , soy profesional, soy de estatura media ( 1.60 cm), delgado, con mucho sentimientos.",from 19 to 80,want children,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Susej2,male,47 y.o.,"Madrid, España",single,Susej2,hispanic,-,-,from 35 to 45,no children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
Fini,female,38 y.o.,"Granada, España",divorced,Fini,white,Ayuda a domicilio,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,Serious Relationship,Male
Wendy60,female,63 y.o.,"Deerfield Beach, FL, USA",divorced,Wendy60,white,Retired,-,from 55 to 62,more than 2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
nitin_1381,male,43 y.o.,"Częstochowa, Poland",single,nitin_1381,asian,Exporter,-,from 19 to 45,no children,Straight,Hindu,light smoker,occasional drinker,Friendship,Female
Diim19,male,64 y.o.,"Panama City, Panama",single,Diim19,hispanic,Ingeniero Electrónico,"Busco una mujer seria, responsable y con valores morales. Respetuosa, cariñosa y amorosa.",from 45 to 55,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Dennys,male,27 y.o.,"Payson, UT, USA",single,Dennys,hispanic,-,-,from 19 to 60,no children,Straight,Christian,non-smoker,never,Friendship,Female
AlitoEsmeralda,female,27 y.o.,"Villa el Salvador, Perú",single,AlitoEsmeralda,hispanic,Estudiante,"Alegre , perseverante , trabajadora",from 23 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship,Male
Cubansboys,male,50 y.o.,"Playa Baracoa, Cuba",separated,Cubansboys,hispanic,Autónomo,"Ecuánime,sincero y divertido.",from 26 to 40,want children,Straight,Atheist,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Jhessie,female,44 y.o.,"Davao City, Davao del Sur, Philippines",separated,Jhessie,mixed,Self-employed,-,from 35 to 50,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Leticia44,female,47 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",divorced,Leticia44,middle eastern,"Administrativa , cantante","Vengo de descendencia Turco-Árabe. Mis tatarabuelos eran Armando Abraham y su esposa Selina Soria , mi bisabuelo su hijo nacio en 1884 en Constantinopla y emigró a mi país Uruguay , su nombre era Luis Abraham. Esa es mi historia ! Y por eso me interesan los turcos y su cultura.",from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,Serious Relationship,Male
Miguelanti,male,36 y.o.,"Harrisburg, PA, USA",single,Miguelanti,hispanic,-,-,from 19 to 86,no children,Straight,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Fred97,male,38 y.o.,"Arequipa, Perú",single,Fred97,hispanic,-,-,from 25 to 35,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Vinizio,male,58 y.o.,"Lima, Perú",single,Vinizio,hispanic,Ingeniero de Sistemas,-,from 30 to 40,want children,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Dionisio,male,40 y.o.,"Provincia de Guanacaste, Costa Rica",single,Dionisio,hispanic,Electrónica,-,from 25 to 35,want children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Lleky,male,49 y.o.,"New York, NY, USA",divorced,Lleky,hispanic,carpinteria,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Rodohielo,male,54 y.o.,"Cumaná, Sucre, Venezuela",divorced,Rodohielo,hispanic,Sin trabajo,Buenos sentimiento busco relación seria sincero y de palabra .,from 50 to 50,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
Pimpim12,male,50 y.o.,"Diest, Belgium",single,Pimpim12,white,-,-,from 38 to 60,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Susallana,female,47 y.o.,"Cuernavaca, Mor., México",divorced,Susallana,hispanic,Abogada,-,from 38 to 50,1-2 living with me,Straight,Other,social smoker,social drinker,"Romance, Serious Relationship",Male
Kuba2020,male,42 y.o.,"Niagara Falls, ON, Canada",divorced,Kuba2020,hispanic,-,-,from 27 to 47,1-2 living elsewhere,Straight,Spiritual,social smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
diegosabora7,male,34 y.o.,"Cotocollao, Quito, Ecuador",single,diegosabora7,mixed,Ingeniero en Sistemas,"Alegre, carismático, tranquilo. Me gusta hacer deporte, fútbol, natación, ciclismo, voley, trotar. Me gusta leer y dibujar. Respetuoso y servicial. Me gusta viajar
Busco amistad con una chica y pues si se da algo mas en un futuro no descarto la posibilidad.",from 19 to 36,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Calien73,male,42 y.o.,"Quito, Ecuador",divorced,Calien73,mixed,-,-,from 19 to 86,1-2 living elsewhere,Straight,Atheist,non-smoker,social drinker,Friendship,Female
Olgaschlen,female,40 y.o.,"Schiphol-Rijk, Netherlands",single,Olgaschlen,white,-,-,from 30 to 35,no children,Straight,Atheist,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
EricLaMotta,male,30 y.o.,"Rome, Metropolitan City of Rome, Italy",divorced,EricLaMotta,hispanic,-,-,from 19 to 50,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Tumaco,male,41 y.o.,"Tumaco, San Andres de Tumaco, Nariño, Colombia",single,Tumaco,mixed,-,-,from 20 to 40,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
DinmeEli,male,41 y.o.,"Naguabo, 00718, Puerto Rico",single,DinmeEli,hispanic,-,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,Fun,Female
HectorA28,male,31 y.o.,"Pittsburgh, PA, USA",single,HectorA28,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Lilyram,female,56 y.o.,"Monroe, NC, USA",divorced,Lilyram,hispanic,Independiente,"Me encanta la música, la buena lectura, el buen cine, el café de mi tierra, alegre, muy sincera, vegetariana.",from 38 to 52,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Dionisia,female,66 y.o.,"Altamonte Springs, Florida, EE. UU.",divorced,Dionisia,white,Retirada,Deseo encontrar un buen hombre para compartir juntos el resto de la vida.,from 60 to 70,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
Crystal01,female,56 y.o.,"Akron, OH, USA",separated,Crystal01,white,Marketing,Looking for strong honest loving caring man who will treat,from 45 to 52,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Romance, Serious Relationship",Male
DBrady157,male,65 y.o.,"Fough West, Oughterard, Co. Galway, Ireland",single,DBrady157,white,Social Worker,I enjoy many interests: trekking swimming reading books socialising in cafes and pubs shows meditating and international travelling. I am financially secure.,from 38 to 61,no children,Straight,Christian,non-smoker,social drinker,Marriage,Female
Sofii,female,50 y.o.,"Stockholm, Sweden",divorced,Sofii,mixed,-,-,from 34 to 50,1-2 living with me,Straight,Other,chain smoker,social drinker,Friendship,Female
Saurabh,male,27 y.o.,"Raleigh, NC, USA",single,Saurabh,asian,Industrial and Systems Engineer,-,from 19 to 27,no children,Straight,Hindu,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Odelkys,female,43 y.o.,"San Sebastián de los Reyes, Madrid, España",divorced,Odelkys,hispanic,Peluquera,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
CharlieM,male,45 y.o.,"Buenos Aires, CABA, Argentina",separated,CharlieM,hispanic,Cajero bancario,-,from 35 to 43,1-2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Female
Ponce2013,male,37 y.o.,"Chicago, IL, USA",single,Ponce2013,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Marthi,female,69 y.o.,"Buenos Aires, Argentina",divorced,Marthi,white,Docente de artes plásticas,-,from 62 to 86,1-2 living with me,Straight,Jewish,non-smoker,never,Serious Relationship,Male
DawnT1971,female,52 y.o.,"Kirkcaldy, UK",separated,DawnT1971,white,Seeking for work,-,from 49 to 59,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Serious Relationship",Male
jjquin,male,40 y.o.,"Los Angeles, CA, USA",single,jjquin,hispanic,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
unknown,female,62 y.o.,"Tashkent, Uzbekistan",single,unknown,asian,-,-,from 19 to 86,no children,Straight,Muslim,non-smoker,never,Marriage,Male
Everardo,male,36 y.o.,"Logan, UT, USA",divorced,Everardo,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Romance,Female
Alek37,male,41 y.o.,"San Salvador, El Salvador",single,Alek37,hispanic,-,soy una persona me gusta leer salir de paseo convivir un faterno caffe con esa persona especial.gym.me gusta saber escuchar detallista amoroso.trabajador jovial extrovertido,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
jon12,male,39 y.o.,"Kralendijk, Caribbean Netherlands",single,jon12,black,albanil,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Friendship,Female
theMexican77,male,47 y.o.,"Saltillo, Coah., México",divorced,theMexican77,hispanic,Sales Manager,"honest, loyal and funny",from 35 to 45,1-2 living with me,Straight,Christian,light smoker,never,"Serious Relationship, Marriage",Male
kcvxo,female,28 y.o.,"San José Province, San José, Costa Rica",single,kcvxo,hispanic,-,-,from 28 to 33,no children,Straight,Other,social smoker,social drinker,Fun,Male
Arell,female,60 y.o.,"Maracay, Aragua, Venezuela",single,Arell,hispanic,Quimico,-,from 50 to 70,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Male
Fabian1990,male,34 y.o.,"New York, NY, USA",single,Fabian1990,hispanic,-,-,from 25 to 33,no children,Straight,Christian,social smoker,social drinker,"Serious Relationship, Marriage",Female
Gdhfj,male,45 y.o.,"Porto Salvo, 2740 Porto Salvo, Portugal",single,Gdhfj,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,Friendship,Female
uzias,male,38 y.o.,"Huixtla, Chis., México",single,uzias,hispanic,ingeniero en sistemas computacionales,"alegre simpatico, interesante me gusta leer",from 19 to 86,want children,Straight,Christian,non-smoker,never,Romance,Female
Katy7,male,48 y.o.,"Arequipa, Peru",separated,Katy7,white,-,"I am russian, but live in Peru now. I like music, art. I have 2 childen, one live with me. I dont plan have more children. Looking for seriour relation. I like Europe countries, but can consider USA",from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Male
Andrew69,male,32 y.o.,"Barranquilla, Atlántico, Colombia",in relationship,Andrew69,white,-,-,from 19 to 47,no children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Greeneyes1977,male,47 y.o.,"Hartford, CT, USA",single,Greeneyes1977,white,-,-,from 27 to 48,more than 2 living elsewhere,Straight,Other,social smoker,social drinker,Fun,Female
Mattinello,male,42 y.o.,"Madrid, Spain",single,Mattinello,white,-,-,from 19 to 29,no children,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Merzon,male,30 y.o.,"Santiago, Región Metropolitana, Chile",single,Merzon,hispanic,-,-,from 19 to 27,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Juliito,male,29 y.o.,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",single,Juliito,hispanic,Seguridad,"Soy Tranquilo atento y amable 
Detallista y cariñoso",from 19 to 40,want children,Straight,Christian,light smoker,social drinker,"Serious Relationship, Marriage",Female
Adela879,female,41 y.o.,"Valencia, España",separated,Adela879,asian,-,-,from 38 to 43,don't want children,Straight,Atheist,social smoker,never,Serious Relationship,Male
Sebasthian,male,31 y.o.,"Jinotega, Nicaragua",single,Sebasthian,hispanic,-,-,from 22 to 50,no children,Straight,Spiritual,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
mapi,female,49 y.o.,"Lima, Perú",single,mapi,hispanic,administracion de empresas,"Soy la tercera de tres hermanas. No tengo hijos, no me preguntes porque, pienso que Dios así lo quiso.
Me considero una mujer empática, sencilla y leal.
Aun creo que encontraré a mi compañero de vida.",from 45 to 55,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
mordy,male,34 y.o.,"Jerusalem, Israel",single,mordy,white,student,-,from 19 to 86,no children,Straight,Jewish,non-smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
titojack,male,32 y.o.,"Santiago, Región Metropolitana, Chile",single,titojack,hispanic,vacaciones,-,from 19 to 38,want children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Will74,male,50 y.o.,"Mallorca, Islas Baleares, España",divorced,Will74,hispanic,Marino,-,from 36 to 56,more than 2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
William11,male,47 y.o.,"Barranquilla, Atlántico, Colombia",single,William11,black,Comerciante,-,from 36 to 43,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Ciara58,female,66 y.o.,"Everett, MA 02149, USA",widowed,Ciara58,white,Retired,"I am a 63 year old widow with 1 married daughter and 1 granddaughter I like flea markets and. Watching
Old Hollywood movies",from 65 to 70,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
Ralo,male,51 y.o.,"Bensenville, IL, USA",separated,Ralo,hispanic,-,"Carismatico, divertido, muy sano en todo aspecto, responsable, trabajador, fiel y entregado al 100% en una relacion",from 26 to 52,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Cora258,female,25 y.o.,"Durban, South Africa",single,Cora258,mixed,Teacher,-,from 22 to 27,want children,Straight,Christian,social smoker,social drinker,Romance,Male
Katius,female,50 y.o.,"Guayaquil, Ecuador",separated,Katius,hispanic,-,-,from 37 to 49,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Male
Odamar,female,60 y.o.,"Miami, Florida, EE. UU.",divorced,Odamar,white,-,"Solo busco encontrar, lo mismo que puedo dar Amor, confianza, seguridad, familiarizacion..!",from 45 to 65,1-2 living elsewhere,Straight,Christian,social smoker,never,Serious Relationship,Male
leonchi,male,26 y.o.,"North Brunswick Township, NJ, USA",single,leonchi,hispanic,student,-,from 19 to 25,no children,Straight,Spiritual,non-smoker,social drinker,"Romance, Serious Relationship",Female
Sweetsol,female,56 y.o.,"Denver, Colorado, EE. UU.",separated,Sweetsol,native american,Docente,-,from 19 to 86,more than 2 living with me,Straight,Spiritual,non-smoker,never,Serious Relationship,Male
CRistina44,female,47 y.o.,"Paris, France",single,CRistina44,hispanic,Menage,Me encanta viajar conose personas,from 49 to 70,more than 2 living elsewhere,Straight,Other,light smoker,social drinker,Serious Relationship,Male
Mara2639,female,34 y.o.,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",separated,Mara2639,hispanic,Empresaria,-,from 35 to 65,1-2 living with me,Straight,Other,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Rosanna,female,34 y.o.,"Madrid, Spain",divorced,Rosanna,hispanic,-,-,from 32 to 36,want children,Straight,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Treece86,female,37 y.o.,"Sacramento, CA, USA",in relationship,Treece86,native american,Customer Service,-,from 28 to 86,1-2 living with me,Bisexual,Christian,light smoker,occasional drinker,"Friendship, Romance","Male, Female"
Mary198,female,35 y.o.,"Cúa, Miranda, Venezuela",single,Mary198,hispanic,Estudiante,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Male
Javier906,male,34 y.o.,"Cabañitas, 42090 Pachuca de Soto, Hgo., México",single,Javier906,mixed,Obrero,Hola me llamo Javier tengo 30 años busco amistades y lo que se de con el tiempo,from 25 to 35,no children,Straight,Other,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
g0lpear,male,50 y.o.,"San Luis, S.L.P., México",single,g0lpear,native american,estudiante,"so alto mido de altura 1,75 t peso 77 kilos y tengo ojos cafes y el color de mi piel es blanquita y tengo de color mi color son de ojos cafesy me gusta camina y mi hobby es ver alas aves volar y e.t.c.",from 19 to 86,no children,Bisexual,Spiritual,non-smoker,never,Romance,Female
keylinramirezruiz,female,22 y.o.,"San José Province, San José, Costa Rica",single,keylinramirezruiz,hispanic,Estudiante,"Me gusta la danza cristiana, me encanta las canciones POP cristiano, electrónica, me encanta la tecnología.",from 19 to 21,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Male
H4NS,male,34 y.o.,"Lima, Perú",single,H4NS,hispanic,-,"Soy un hombre cariñoso, respetuoso, noble, comprensivo, fiel, leal.",from 19 to 86,want children,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
alex2020,male,45 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",divorced,alex2020,white,Ingeniero,-,from 21 to 36,1-2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Serious Relationship",Female
Roberto1401,male,38 y.o.,"Costa Rica, Sin., México",single,Roberto1401,hispanic,Gerente,"Vivo en costa rica , Sinaloa , tengo 34 años , soltero sin hijos , soy gerente en una agencia de motos por",from 19 to 36,no children,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Nayeli___,female,23 y.o.,"Quilmes, Provincia de Buenos Aires, Argentina",single,Nayeli___,hispanic,M.M.A,-,from 19 to 28,no children,Straight,Buddhist,non-smoker,social drinker,Friendship,Male
Alberto1205,male,32 y.o.,"Cd Juárez, Chih., México",single,Alberto1205,mixed,-,-,from 19 to 40,no children,Straight,Other,social smoker,social drinker,Romance,Female
DaveRhea,male,51 y.o.,"Bristol, TN, USA",single,DaveRhea,white,Owner Handym,On the affable always smiling kind of guy that enjoys just having a good time until somebody does something stupid like miss with my dog or with my girl in the end the military side come down but one thing about me you will always be safe with me,from 19 to 86,no children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance",Female
Sky001,male,52 y.o.,"Ciudad de México, CDMX, México",single,Sky001,hispanic,Técnico en sistemas,-,from 40 to 52,no children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Bragster,male,30 y.o.,"Tijuana, B.C., México",single,Bragster,white,-,-,from 24 to 28,no children,Straight,Atheist,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Zelin,female,44 y.o.,"22000 Saint-Brieuc, France",single,Zelin,hispanic,Medico,"Soy una mujer expontania, divertida, me adapto à todo",from 35 to 48,no children,Straight,Atheist,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
reformado,male,57 y.o.,"Bahía de Caráquez, Ecuador",single,reformado,white,artesano,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Marriage,Female
Alejandro990,male,34 y.o.,"Chimbote, Perú",single,Alejandro990,hispanic,Estudiante,Hey! Me llamo Alex tengo 30 años. Amante del deporte y la buena comida. Ecologista. Minimalista. Disfruto de conversaciones profundas e interesantes. Me gusta la musica. Los animales y la buena compañia. Busco conocer hombre soltero. Que compartamos intereses en comun.,from 25 to 60,no children,Homosexual,Other,non-smoker,social drinker,Serious Relationship,Male
Baron197242,male,52 y.o.,"Montreal, QC, Canada",separated,Baron197242,hispanic,Construcción,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
therabidpancake1,male,33 y.o.,"Omaha, NE, USA",single,therabidpancake1,white,-,I love to lift weights and learn new things. I love to create and design. I am on a perpetual pursuit of self improvement.,from 19 to 45,want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Monguate,male,57 y.o.,"Cdad. de Guatemala, Guatemala",divorced,Monguate,white,-,"Viajes, cenas, playa, montaña, chillouts......",from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship",Female
moreza,male,47 y.o.,"Vienna, Austria",single,moreza,mixed,University Professor,I hold 4 doctoral degrees // Director to Polymaths Intl,from 21 to 46,no children,Straight,Jewish,non-smoker,never,Marriage,Female
Lorelai,female,41 y.o.,"Bucharest, Romania",separated,Lorelai,white,-,-,from 35 to 86,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Male
Hannamin,female,34 y.o.,"Pasig, Metro Manila, Philippines",single,Hannamin,asian,Graphic Artis and Gen. Manager @ Final Draft Printing Services,"simple, kind, sweet ,generous, lovely, funy, and romantic",from 19 to 86,no children,Straight,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
ChimbotanoAzul,male,38 y.o.,"Chimbote, Perú",single,ChimbotanoAzul,hispanic,"Comerciante, Streamer","Bueno me considero un joven alegre, divertido, buena gente, responsable, optimista, emprendedor y sociable.",from 26 to 34,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
Stealla,female,53 y.o.,"Milan, Metropolitan City of Milan, Italy",single,Stealla,white,Travell agent,-,from 45 to 60,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Male
Adrian1305,male,40 y.o.,"Quito, Ecuador",divorced,Adrian1305,white,Independientemente,Hogareño Romantico amigable y social busca relación seria,from 19 to 40,no children,Straight,Christian,non-smoker,social drinker,Marriage,Female
Jireh,female,29 y.o.,"Badajoz, España",single,Jireh,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,Serious Relationship,Male
Crist7,male,40 y.o.,"Puerto La Cruz, Anzoátegui, Venezuela",single,Crist7,white,Médico,"social, divertido, alegre, apasionado.",from 19 to 40,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Lmoonlight,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
Frithz,male,31 y.o.,"Lima, Perú",single,Frithz,hispanic,-,"Soy una persona tranquila, respetuosa, una persona que quiere compartir parte de su tiempo con alguien. Escuchar y se escuchado.",from 26 to 34,no children,Straight,Other,non-smoker,never,Romance,Female
Patricia123,female,52 y.o.,"Medellín, Antioquia, Colombia",separated,Patricia123,hispanic,-,Soy una dama muy seria creyente en busca e3 una relacion estable,from 48 to 65,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
Genys,male,46 y.o.,"La Libertad, El Salvador",single,Genys,pacific islander,-,-,from 33 to 33,no children,Straight,Other,non-smoker,never,Romance,Female
Hugo77894225,male,41 y.o.,"Treinta y Tres, Departamento de Treinta y Tres, Uruguay",single,Hugo77894225,hispanic,Comercio,-,from 19 to 50,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Female
Estefanyribeyro,female,34 y.o.,"Paris, France",single,Estefanyribeyro,hispanic,Maquilladora,-,from 19 to 86,no children,Bisexual,Other,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Matia,male,45 y.o.,"Managua, Nicaragua",separated,Matia,hispanic,Contador,-,from 25 to 40,no children,Straight,Spiritual,non-smoker,never,Serious Relationship,Female
Laura22,female,35 y.o.,"Leduc, AB, Canada",single,Laura22,white,-,-,from 30 to 44,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship",Male
Russell1973,male,50 y.o.,"Lima, Perú",married,Russell1973,hispanic,abogado,-,from 21 to 35,more than 2 living elsewhere,Straight,Spiritual,social smoker,social drinker,Fun,Female
M1gu3l,male,33 y.o.,"Las Cruces, NM, USA",single,M1gu3l,hispanic,-,-,from 19 to 45,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance",Female
jhomies,male,37 y.o.,"Tarapoto, Perú",single,jhomies,hispanic,independiente,una persona alegre amable y sobre todo muy social,from 19 to 35,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Male
